effect_id,doi_o,ref_o,description,discipline,disc_cat,n_o,r_o,n_r,r_r,gap,gap_band,tags,in_A0,thin_metadata,sim_round1_uncalibrated,sim_round1,sim_round2,audit_tier,simulable_final,sim_needs_review,narr_round1,narr_round1_reason,narr_round2,narr_round2_reason,narrative_disagreement,exclusion_reason,sim_round1_provenance,narrative_final,sim_admission,narrative_manual_adjudication_needed
765,10.1073/pnas.1620542114,"Gheorghiu, A. I., Callan, M. J., & Skylark, W. J. (2017). Facial appearance affects science communication. Proceedings of the National Academy of Sciences, 114(23), 5970–5975. https://doi.org/10.1073/pnas.1620542114","The dissemination of scientific findings to the wider public is increasingly important to public opinion and policy. We show that this process is influenced by the facial appearance of the scientist. We identify the traits that engender interest in a scientist’s work and the perception that they do high quality work, and show that these face-based impressions influence both the selection and evaluation of science news.",Social Psychology,social,408.0,0.0995037190209989,2213.0,0.0723102088031185,0.0271935102178804,low,"science communication, impression formation, social cognition",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,A niche facial-impression finding with a tiny effect size; neither the original nor its replication attracted notable citation or public attention.,obscure,Niche facial-perception-of-scientists finding with tiny effect sizes; too peripheral to have formed a strong replication narrative either way.,False,,calibrated full-pool rerun,obscure,confirmed,False
74,10.1016/s2215-0366(21)00241-8,"Taipale, H., Solmi, M., Lähteenvuo, M., Tanskanen, A., Correll, C. U., & Tiihonen, J. (2021). Antipsychotic use and risk of breast cancer in women with schizophrenia: a nationwide nested case-control study in Finland. The Lancet Psychiatry, 8(10), 883–891. https://doi.org/10.1016/s2215-0366(21)00241-8","""Long-term exposure to prolactin-increasing, but not to prolactin sparing, antipsychotics is significantly associated with increased odds of breast cancer.""",Medicine,other,4196.0,0.121673296619676,2072.0,0.1056092279945524,0.0160640686251236,low,prolactin/hyperprolactinemia/schizoaffective disorder/bipolar disorder/psychotic disorder/psychiatry,False,False,NOT_SIMULABLE,NOT_SIMULABLE,,excluded,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated full-pool rerun,n/a,excluded,False
1873,10.1023/a:1007744326393,"FETHERSTONHAUGH, D., SLOVIC, P., JOHNSON, S., & FRIEDRICH, J. (1997). Insensitivity to the Value of Human Life: A Study of Psychophysical Numbing. Journal of Risk and Uncertainty, 14(3), 283–300. https://doi.org/10.1023/a:1007744326393",life-saving interventions would be valued more highly when the number of lives at risk was small than when the number at risk was large.,Psychology,psych_general,162.0,0.7414562912379874,1606.0,0.4919138057920608,0.2495424854459265,mid,"CORE, Judgment, Decision Making, JDM, Heuristics, Biases",False,False,NOT_SIMULABLE,SIMULABLE,,B_calibrated_only,True,False,contested,Scope-insensitivity/proportion dominance in valuing lives is widely taught yet actively debated amid mixed replications in JDM literature.,obscure,"This specific ""value life-saving less as scale rises"" framing isn't a widely-known named effect like other classic JDM biases (e.g., scope insensitivity has more general recognition).",True,,calibrated full-pool rerun,DISAGREE,confirmed,True
1294,10.1037/0033-2909.124.2.197,"DeNeve, K. M., & Cooper, H. (1998). The happy personality: A meta-analysis of 137 personality traits and subjective well-being. Psychological Bulletin, 124(2), 197–229. https://doi.org/10.1037/0033-2909.124.2.197",Subjective well-being is negatively correlated with negative emotionality.,Differential Psychology,personality,7869.0,-0.22,1559.0,-0.54,-0.32,low,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,"This is a routine, uncontested personality-correlate finding known mainly to specialists; neither version circulates widely.",obscure,A specific personality-wellbeing correlation statistic is too niche/technical to have entered common researcher lore either way.,False,,calibrated full-pool rerun,obscure,confirmed,False
1292,10.1037/0022-3514.82.1.112,"McCullough, M. E., Emmons, R. A., & Tsang, J.-A. (2002). The grateful disposition: A conceptual and empirical topography. Journal of Personality and Social Psychology, 82(1), 112–127. https://doi.org/10.1037/0022-3514.82.1.112",Gratitude is positively correlated with agreeableness.,Differential Psychology,personality,1228.0,0.41,1559.0,0.54,-0.13,low,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,A narrow trait-correlation finding with a stronger replication draws little attention beyond specialist personality-psychology literature.,obscure,"A trait-correlation finding this narrow lacks the fame needed for either a ""landmark result"" or ""failed replication"" narrative to form.",False,,calibrated full-pool rerun,obscure,confirmed,False
1300,10.1207/s15327795jra0303_2,"Clancy, S. M., & Dollinger, S. J. (1993). Identity, Self, and Personality: I. Identity Status and the Five-Factor Model of Personality. Journal of Research on Adolescence, 3(3), 227–245. https://doi.org/10.1207/s15327795jra0303_2",Identity achievement is positively correlated with conscientiousness.,Differential Psychology,personality,198.0,0.3,1550.0,0.25,0.0499999999999999,low,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,A niche personality-trait correlation with a small effect gap; neither the original nor replication has broad recognition outside specialist literature.,obscure,A niche identity-status/personality correlation lacks broad recognition; neither the finding nor its replication status is widely known.,False,,calibrated full-pool rerun,obscure,confirmed,False
1285,10.1111/1467-6494.t01-1-00094,"MacDonald, D. A. (2000). Spirituality: Description, Measurement, and Relation to the Five Factor Model of Personality. Journal of Personality, 68(1), 153–197. Portico. https://doi.org/10.1111/1467-6494.t01-1-00094",Religious beliefs and behavior are positively correlated with conscientiousness.,Differential Psychology,personality,595.0,0.21,1550.0,0.15,0.06,mid,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,This niche personality-religiosity correlation attracts little attention; neither the original finding nor its replication is widely discussed outside specialist journals.,obscure,"A niche personality-religiosity correlation too specific and low-profile to have formed any widely shared narrative, positive or negative.",False,,calibrated full-pool rerun,obscure,confirmed,False
1205,10.1037/0022-3514.83.5.1165,"Shiner, R. L., Masten, A. S., & Tellegen, A. (2002). A developmental perspective on personality in emerging adulthood: Childhood antecedents and concurrent adaptation. Journal of Personality and Social Psychology, 83(5), 1165–1177. https://doi.org/10.1037/0022-3514.83.5.1165",Antisocial behavior is positvely correlated with negative emotionality.,Differential Psychology,personality,187.0,-0.28,1550.0,0.07,0.21,mid,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",False,False,SIMULABLE,SIMULABLE,NOT_SIMULABLE,excluded,False,False,obscure,"This narrow personality-trait correlation and its replication are known only within specialist literature, with no broader public or contested discourse.",obscure,This is a niche personality-trait correlation without cultural notoriety; not a famous replication case like power posing.,False,round2 veto: NOT_SIMULABLE/INSUFFICIENT,calibrated full-pool rerun,obscure,excluded,False
1174,10.1016/j.paid.2010.07.033,"Breen, W. E., Kashdan, T. B., Lenser, M. L., & Fincham, F. D. (2010). Gratitude and forgiveness: Convergence and divergence on self-report and informant ratings. Personality and Individual Differences, 49(8), 932–937. https://doi.org/10.1016/j.paid.2010.07.033",Foregiveness is positively correlated with agreeableness.,Differential Psychology,personality,140.0,0.58,1550.0,0.57,0.01,low,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,"A trivial, near-identical replication of a routine trait correlation draws no attention outside specialist personality-psychology circles.",obscure,"A minor, unsurprising trait correlation too narrow and non-newsworthy to have formed any widely shared default association.",False,,calibrated full-pool rerun,obscure,confirmed,False
1207,wiebe_2004,"Wiebe, R. P. (2004). Delinquent behavior and the Five-Factor Model: Hiding in the adaptive landscape. Individual Differences Research, 2, 38-62.",Criminial behavior is negatively correlated with conscientiousness.,Differential Psychology,personality,197.0,-0.3,1550.0,-0.19,0.1099999999999999,mid,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,"This specific finding circulates only within personality-psychology specialist literature, unknown to broader science or public discourse.",original_dominates,The Big Five–crime link is textbook personality psychology; its replication attenuation isn't part of the field's common lore.,True,,calibrated full-pool rerun,DISAGREE,confirmed,True
1184,10.1037/0022-3514.84.2.411,"Paunonen, S. V. (2003). Big Five factors of personality and replicated predictions of behavior. Journal of Personality and Social Psychology, 84(2), 411–424. https://doi.org/10.1037/0022-3514.84.2.411",Attractiveness is positively correlated with extraversion.,Differential Psychology,personality,418.0,0.24,1550.0,0.33,-0.09,low,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,A minor personality-attractiveness correlate; niche finding with no notable public or textbook presence either way.,obscure,"A narrow personality-attractiveness correlation lacks the notoriety needed for either a ""classic finding"" or ""failed replication"" reputation to form.",False,,calibrated full-pool rerun,obscure,confirmed,False
1173,10.1037/0022-3514.84.4.871,"Thrash, T. M., & Elliot, A. J. (2003). Inspiration as a psychological construct. Journal of Personality and Social Psychology, 84(4), 871–889. https://doi.org/10.1037/0022-3514.84.4.871",Inspiration is positively correlated with open-mindedness.,Differential Psychology,personality,152.0,0.43,1514.0,0.35,0.08,mid,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,"A niche Big Five personality correlate with minor effect-size shrinkage, unlikely to be discussed outside specialist replication/metascience circles.",obscure,A narrow personality-trait correlation like this lacks the fame needed for either the finding or its replication status to be widely known.,False,,calibrated full-pool rerun,obscure,confirmed,False
1175,10.1111/1467-9280.00431,"Fredrickson, B. L., & Joiner, T. (2002). Positive Emotions Trigger Upward Spirals Toward Emotional Well-Being. Psychological Science, 13(2), 172–175. https://doi.org/10.1111/1467-9280.00431",Resilience is positively correlated with extraversion.,Differential Psychology,personality,138.0,0.19,1505.0,0.18,0.01,low,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",False,False,NOT_SIMULABLE,SIMULABLE,,B_calibrated_only,True,False,obscure,A minor trait-correlation finding with a near-identical replication attracts no notable citation or public discussion outside specialist literature.,obscure,"A minor personality-trait correlation, essentially replicating; too niche and unremarkable to have any default public association.",False,,calibrated full-pool rerun,obscure,confirmed,False
1289,10.1037/0022-3514.63.6.989,"Aspinwall, L. G., & Taylor, S. E. (1992). Modeling cognitive adaptation: A longitudinal investigation of the impact of individual differences and coping on college adjustment and performance. Journal of Personality and Social Psychology, 63(6), 989–1003. https://doi.org/10.1037/0022-3514.63.6.989",Coping is positively correlated with extraversion.,Differential Psychology,personality,672.0,0.19,1505.0,0.19,0.0,low,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,A minor trait-correlate finding with no gap between original and replication draws no attention outside specialist personality-psychology literature.,obscure,"A minor personality-correlate finding with no notable gap here is too niche to carry either a ""classic"" or ""failed"" reputation.",False,,calibrated full-pool rerun,obscure,confirmed,False
1200,10.1016/j.paid.2004.08.012,"Carlo, G., Okun, M. A., Knight, G. P., & de Guzman, M. R. T. (2005). The interplay of traits and motives on volunteering: agreeableness, extraversion and prosocial value motivation. Personality and Individual Differences, 38(6), 1293–1305. https://doi.org/10.1016/j.paid.2004.08.012",Volunteerism is positively correlated with extraversion.,Differential Psychology,personality,796.0,0.14,1504.0,0.2,-0.06,low,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,A minor Big Five trait-outcome correlation like this attracts little attention in either academic or popular discourse.,obscure,A niche personality-trait correlation with no notable cultural or scientific footprint beyond specialist replication literature.,False,,calibrated full-pool rerun,obscure,confirmed,False
1181,10.1037/0022-0167.40.4.518,"Gottfredson, G. D., Jones, E. M., & Holland, J. L. (1993). Personality and vocational interests: The relation of Holland’s six interest dimensions to five robust dimensions of personality. Journal of Counseling Psychology, 40(4), 518–524. https://doi.org/10.1037/0022-0167.40.4.518",Enterprising occupational interests are positvely correlated with extraversion.,Differential Psychology,personality,725.0,0.16,1503.0,0.18,-0.0199999999999999,low,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,"A minor, well-replicated trait-interest correlation with negligible gap draws little attention outside specialist personality research.",obscure,A niche personality-interest correlation of this specificity has no widespread default association among researchers either way.,False,,calibrated full-pool rerun,obscure,confirmed,False
1748,10.1017/xps.2017.21,"Ihme, T. A., & Tausendpfund, M. (2017). Gender Differences in Political Knowledge: Bringing Situation Back In. Journal of Experimental Political Science, 5(1), 39–55. https://doi.org/10.1017/xps.2017.21",The activation of the stereotype does not influences the participants’ results on a political knowledge test by itself,Political Psychology,social,368.0,0.1,1502.0,0.0,0.1,mid,"Political knowledge, gender gap, stereotype threat",False,False,NOT_SIMULABLE,SIMULABLE,,B_calibrated_only,True,False,obscure,A narrow null-ish stereotype-threat/political-knowledge finding with little effect size to begin with; neither version circulates beyond specialist literature.,obscure,"This is a niche, null-leaning finding on a specific sub-effect; too peripheral for either ""landmark"" or ""famous failure"" narrative.",False,,calibrated full-pool rerun,obscure,confirmed,False
2027,10.1126/science.1222426,"Shah, A. K., Mullainathan, S., & Shafir, E. (2012). Some Consequences of Having Too Little. Science, 338(6107), 682–685. https://doi.org/10.1126/science.1222426",Scarcity leads to over-borrowing.,Judgment and Decision Making,jdm,143.0,0.4227614320345148,1439.0,0.5170111222984453,-0.0942496902639304,low,,False,False,NOT_SIMULABLE,SIMULABLE,,B_calibrated_only,True,False,original_dominates,"The effect replicated strongly (larger r in a much bigger sample), so the original scarcity-borrowing claim remains the standard, uncontested account.",obscure,This effect is not a widely recognized landmark finding; it lacks the public profile needed for either narrative to dominate.,True,,calibrated full-pool rerun,DISAGREE,confirmed,True
2120,10.1177/0003122414558919,"O’Brien, T. L., & Noy, S. (2015). Traditional, Modern, and Post-Secular Perspectives on Science and Religion in the United States. American Sociological Review, 80(1), 92–115. https://doi.org/10.1177/0003122414558919",,sociology,other,1860.0,0.3513976834056392,1438.0,0.4128282610579601,-0.0614305776523209,low,,False,True,SIMULABLE,SIMULABLE,INSUFFICIENT,excluded,False,True,obscure,"No effect description or field-specific context is provided, so no meaningful memory pattern can be assessed.",obscure,"No effect description or keywords are given, so no identifiable finding exists for any default association to attach to.",False,round2 veto: NOT_SIMULABLE/INSUFFICIENT,calibrated full-pool rerun,obscure,excluded,False
1712,10.1037/0022-3514.94.1.116,"Shnabel, N., & Nadler, A. (2008). A needs-based model of reconciliation: Satisfying the differential emotional needs of victim and perpetrator as a key to promoting reconciliation. Journal of Personality and Social Psychology, 94(1), 116–132. https://doi.org/10.1037/0022-3514.94.1.116","After condition a message of acceptance was more effective in promoting reconciliation among perpetrators, whereas a message of empowerment was more effective in promoting reconciliation among victims",Social Psychology,social,94.0,0.2645751311064591,1376.0,0.09,0.174575131106459,mid,"Adaptation, Psychological, Adult, Analysis of Variance, Conflict (Psychology), Cooperative Behavior, Emotions, Female, Humans, Israel, Male, Models, Psychological, Negotiating, Power (Psychology), Role, Social Perception",False,False,NOT_SIMULABLE,SIMULABLE,,B_calibrated_only,True,False,obscure,A niche interaction effect from a single small study; neither the original finding nor its weak replication has broad recognition.,obscure,This narrow perpetrator/victim messaging finding is too niche to have entered common researcher lore either way.,False,,calibrated full-pool rerun,obscure,confirmed,False
